0,0
4.84,23.41
13.72,54.12
16.6,65.55
7.39,69.61
-0.76,84.57
0.97,91.91
3.76,104.43
6.61,112.72
0.41,117.12
-11.42,120.98
-16.76,118.41
-20.85,112.69
-22.5,104.62
-23.27,99
-24.79,89.45
-24.65,78.53
-23.55,66.54
-27.26,56.76
-31.26,40.44
-34.78,32.71
-35.33,14.89
-36.08,5.11
-39.45,-6.45
-46.08,-23.6
-49.66,-32.55
-53.08,-51.06
-55.38,-60.44
-59.06,-70.3
-62.61,-76.84
-67.69,-90.1
-69.82,-102.05
-74.25,-112.56
-72.07,-123.55
-71.9,-130.05
-77.66,-136.88
-81.04,-135.04
-85.81,-134.57
-90.99,-148.01
-95.34,-144.26
-92.72,-137.86
-90.06,-125.21
-78.92,-120.43
-70.5,-124.51
-72.86,-137.21
-74.79,-145.5
-73.98,-157.44
-68.89,-166.01
-64.99,-168.38
-63.13,-174.03
-60.14,-179.49
-50.51,-195.9
-59.53,-222
-55.08,-235.27
-64.54,-239.08
-70.26,-241.23
-80.71,-239.52
-89.74,-237.4
-93.58,-231.66
-102.02,-231.83
-96.3,-199.43
-97.6,-193.56
-99.56,-184.23
-109.76,-185.53
-115.85,-184.94
-128.45,-182.23
-140.48,-178.85
-147.39,-183.38
-151.64,-198.44
-156.53,-211.96
